enst	entrez	tsea	pLI	oe_lof_upper	mis_z	subre	module	go	corum	string	target
ENST00000358933	23644	0	0.1061	0.36	3.2857	0	M7	0	no	0	0
ENST00000359003	23054	0	0.99913	0.266	0.95371	3	M1	8	yes	0	0
ENST00000359008	79679	0	1.14E-10	1.776	0.73526	0	other	1	no	0	0
ENST00000359015	4217	0	0.51964	0.34	3.2847	0	other	7	no	0	0
ENST00000359028	10142	0	6.95E-18	0.411	-0.080066	0	M1	25	no	0	0
ENST00000359032	160	0	1	0.101	4.3968	0	other	5	no	0	0
ENST00000359039	55958	0	0.82017	0.412	1.8683	5	M7	1	no	0	0
ENST00000359042	55028	0	1.23E-07	1.028	-0.39851	0	M7	0	no	0	0
ENST00000359052	56916	0	1	0.083	3.492	4	M1	10	no	0	0
ENST00000359062	5139	0	0.00019291	0.515	0.59215	1	other	6	no	0	0
ENST00000359079	166929	0	0.056938	0.578	1.0987	0	other	1	no	0	0
ENST00000359086	389376	0	0.036441	1.792	0.30845	0	other	0	no	0	0
ENST00000359087	8883	0	8.07E-13	0.925	1.1042	0	M7	8	no	0	0
ENST00000359114	79159	0	0.0012204	1.13	0.26087	0	M1	0	no	0	0
ENST00000359120	153769	0	7.48E-14	1.173	-0.12399	1	other	10	no	0	0
ENST00000359135	51454	0	0.68714	0.459	0.98336	0	other	0	no	0	0
ENST00000359152	54843	0	2.63E-24	0.913	-1.4256	2	other	9	no	0	0
ENST00000359156	9332	0	0.0008338	0.443	2.5091	0	other	1	no	0	0
ENST00000359195	5294	0	1.41E-06	0.595	1.9679	0	other	10	no	0	0
ENST00000359213	8702	0	5.83E-07	1.137	1.1863	0	other	0	no	0	0
ENST00000359228	137797	0	0.25267	1.33	0.20239	0	other	0	no	0	0
ENST00000359232	123096	0	0.0010861	1.159	0.76509	0	M1	0	no	0	0
ENST00000359238	29916	0	7.30E-07	1.109	0.7242	0	other	0	no	0	0
ENST00000359246	5253	0	1	0.177	3.4944	0	M1	21	no	0	0
ENST00000359263	26509	0	1.48E-54	0.904	0.11157	0	other	6	no	0	0
ENST00000359276	56474	0	0.81923	0.394	2.5903	5	M1	0	no	0	0
ENST00000359286	440077	0	0.00064453	1.701	-0.39217	0	other	1	no	0	0
ENST00000359299	11199	0	9.55E-14	1.24	0.3981	0	other	0	no	0	0
ENST00000359308	2547	0	0.99904	0.218	3.0983	0	other	13	no	0	0
ENST00000359314	23607	0	0.22989	0.413	0.002148	0	other	6	no	0	0
ENST00000359321	7516	0	3.95E-07	1.37	-0.1266	6	other	1	no	0	0
ENST00000359322	58529	0	1.79E-05	1.212	0.045043	0	other	14	no	0	0
ENST00000359332	122773	0	4.48E-08	0.901	0.3971	0	other	0	no	0	0
ENST00000359333	135932	0	0.0075458	1.345	-0.21428	0	other	0	no	0	0
ENST00000359350	119687	0	2.54E-06	1.944	-0.86002	0	M1	0	no	0	0
ENST00000359358	57565	0	0.0535	0.495	1.6035	5	M1	0	no	0	0
ENST00000359361	416	1	3.11E-14	1.549	-0.38659	0	other	0	no	0	0
ENST00000359429	6120	0	0.00025152	1.205	0.52132	0	M1	1	no	0	0
ENST00000359441	8822	1	0.95609	0.305	1.8542	1	other	5	no	0	0
ENST00000359452	5995	1	2.42E-10	1.694	-0.28352	0	other	5	no	0	0
ENST00000359465	8342	0	5.05E-06	1.969	-0.9365	8	other	0	no	0	0
ENST00000359470	79098	0	0.0017075	0.729	-0.3858	0	other	0	no	0	0
ENST00000359478	8076	0	0.0050619	0.849	0.32197	1	other	6	no	0	0
ENST00000359511	9673	0	0.00092458	0.947	1.9535	0	other	0	no	0	0
ENST00000359523	9019	0	0.15905	0.748	1.0614	1	M1	0	no	0	0
ENST00000359526	1786	0	1	0.143	4.9903	0	M7	28	no	0	0
ENST00000359530	51606	0	0.00014523	0.631	1.2839	0	other	5	no	0	0
ENST00000359534	8645	0	0.32518	0.531	1.9659	0	other	6	no	1	0
ENST00000359543	2013	0	2.39E-07	1.884	-0.44016	0	other	14	no	0	0
ENST00000359546	10814	1	0.52601	0.75	1.3217	1	other	24	no	0	0
ENST00000359548	150763	0	4.84E-14	1.124	-0.16705	0	other	2	no	0	0
ENST00000359558	799	1	3.12E-09	0.928	0.51517	0	other	9	no	0	0
ENST00000359562	9464	0	0.39908	0.941	1.181	0	other	17	no	1	0
ENST00000359570	3635	0	0.97198	0.306	4.152	0	other	1	no	0	0
ENST00000359591	26020	0	4.98E-08	0.892	0.40697	0	other	0	no	0	0
ENST00000359606	9139	0	0.99978	0.167	2.5414	0	M1	13	no	0	0
ENST00000359610	81448	0	2.42E-07	1.883	-1.2406	0	other	0	no	0	0
ENST00000359621	63036	0	1.97E-16	1.83	0.035922	0	other	6	no	0	0
ENST00000359626	55253	0	1.96E-10	0.754	0.97773	0	M7	0	no	0	0
ENST00000359636	10873	0	1.51E-13	1.072	1.3303	0	M4	0	no	0	0
ENST00000359649	126014	0	0.00033644	1.475	0.27629	0	other	3	no	0	0
ENST00000359650	57115	0	2.94E-15	1.761	0.0036553	0	other	1	no	0	0
ENST00000359651	1999	0	0.98323	0.296	1.8816	0	other	3	no	0	0
ENST00000359653	54764	0	0.99885	0.246	3.0784	0	M7	5	no	0	0
ENST00000359655	6832	0	0.032006	0.464	1.1461	0	other	10	no	0	0
ENST00000359662	7186	0	0.99981	0.122	1.2626	0	M7	15	no	0	0
ENST00000359674	6539	1	1.28E-08	0.825	1.5854	0	other	3	no	0	0
ENST00000359684	1602	0	0.83488	0.389	2.2365	3	other	5	no	0	0
ENST00000359687	51088	0	3.82E-06	0.673	1.9572	2	M7	0	no	0	0
ENST00000359707	9908	0	0.99954	0.179	3.6091	0	other	1	no	0	0
ENST00000359744	493911	0	0.00020018	1.615	0.71386	0	M1	0	no	0	0
ENST00000359747	147409	0	5.91E-13	0.821	-1.0163	0	other	0	no	0	0
ENST00000359774	151525	0	6.75E-14	1.359	0.34283	0	other	0	no	0	0
ENST00000359775	79683	0	0.7151	0.423	2.2356	0	M13	3	no	0	0
ENST00000359785	26191	0	3.49E-21	1.089	0.86915	0	other	18	no	0	0
ENST00000359786	4641	0	1.64E-14	0.68	-0.63663	0	other	10	no	0	0
ENST00000359787	4151	0	0.030636	1.285	0.50971	0	other	0	no	0	0
ENST00000359788	171392	0	0.12265	1.16	-0.22473	2	M7	17	no	0	0
ENST00000359798	388558	0	0.28866	1.209	-0.96235	0	other	0	no	0	0
ENST00000359801	284759	0	0.00036633	1.123	0.2054	0	other	0	no	0	0
ENST00000359842	6258	1	0.42421	0.461	1.5857	3	other	4	no	0	0
ENST00000359846	93034	0	4.54E-10	0.982	0.23967	0	other	0	no	0	0
ENST00000359858	79830	0	1.32E-08	0.663	1.5014	1	other	0	no	0	0
ENST00000359864	7004	0	3.23E-05	0.811	1.3848	1	other	3	no	0	0
ENST00000359866	79016	0	0.93718	0.34	1.6583	0	other	3	no	0	0
ENST00000359867	1454	0	0.99926	0.143	3.1802	1	M4	25	no	0	0
ENST00000359874	11005	0	4.85E-28	0.93	0.27844	0	other	5	no	0	0
ENST00000359878	130535	0	5.86E-08	1.423	0.37152	0	other	0	no	0	0
ENST00000359890	55147	0	4.82E-11	1.049	-0.47091	0	M7	3	no	0	0
ENST00000359904	51321	0	2.07E-09	1.445	0.21833	0	other	0	no	0	0
ENST00000359918	116969	0	0.00045797	1.077	-0.59787	1	other	0	no	0	0
ENST00000359920	23370	0	0.0017747	0.455	2.2479	0	M1	12	no	0	0
ENST00000359930	55959	0	0.010585	0.442	1.7217	0	other	16	no	0	0
ENST00000359933	55102	0	1.02E-08	0.435	1.1249	1	other	1	no	0	0
ENST00000359949	5025	0	4.98E-12	1.282	0.77874	1	other	37	no	0	0
ENST00000359962	58538	0	7.52E-16	1.014	0.51247	0	other	1	no	0	0
ENST00000359971	340385	0	0.00014628	1.33	0.052933	0	other	0	no	0	0
ENST00000359983	489	0	2.25E-09	0.655	1.8326	1	M7	7	no	0	0
ENST00000359985	8347	0	3.24E-08	1.981	-1.8109	0	M7	0	no	0	0
ENST00000360000	90843	0	0.54338	1.213	0.35945	0	other	0	no	0	0
ENST00000360001	51150	0	0.0091042	0.764	0.55251	0	other	8	no	0	0
ENST00000360013	8997	0	1	0.129	4.4773	2	other	3	no	0	0
ENST00000360029	386617	1	0.00037542	1.118	0.51257	1	other	0	no	0	0
ENST00000360039	79690	0	2.23E-12	1.34	0.01614	1	M1	0	no	0	0
ENST00000360046	3201	0	8.60E-06	1.632	-0.33196	1	other	6	no	0	0
ENST00000360057	27010	0	0.09146	0.7	0.34179	0	other	0	no	0	0
ENST00000360064	6262	1	1	0.247	5.7831	2	M13	60	no	0	0
ENST00000360085	5697	0	0.011784	1.705	-0.3042	0	other	3	no	0	0
ENST00000360090	353132	0	0.03004	1.843	-0.57017	0	other	0	no	0	0
ENST00000360096	132946	0	0.44485	0.862	0.074151	2	M1	0	no	0	0
ENST00000360121	6693	0	0.014408	1.936	-0.085505	0	other	4	no	0	0
ENST00000360127	400566	0	4.84E-06	1.969	-0.015411	0	other	0	no	0	0
ENST00000360128	84549	0	0.96452	0.328	0.57822	0	other	0	no	0	0
ENST00000360131	60509	0	2.37E-08	0.679	1.2926	0	M1	4	no	0	0
ENST00000360141	11314	0	1.15E-06	1.221	0.22875	0	other	9	no	0	0
ENST00000360150	51290	0	0.013458	0.628	1.0654	0	other	0	no	0	0
ENST00000360168	6337	0	1.08E-11	0.912	-0.49028	0	other	12	no	0	0
ENST00000360171	445571	0	1.33E-06	1.887	0.21809	0	other	0	no	0	0
ENST00000360202	84063	0	5.81E-10	0.881	0.60486	1	other	0	no	0	0
ENST00000360213	119772	0	5.56E-09	1.96	-2.4338	0	other	0	no	0	0
ENST00000360214	2114	0	0.99888	0.197	2.2796	2	other	1	no	1	0
ENST00000360215	222662	1	0.00040199	1.425	0.30033	2	other	5	no	0	0
ENST00000360238	404093	0	6.63E-08	1.091	1.1159	1	M1	0	no	0	0
ENST00000360256	2157	0	1	0.089	2.4669	0	other	0	no	0	0
ENST00000360264	1523	0	1	0.163	3.7492	1	M1	8	no	0	0
ENST00000360270	4478	0	0.99967	0.13	2.9335	0	other	12	no	0	0
ENST00000360280	23230	0	9.31E-22	0.484	1.7583	0	other	1	no	0	0
ENST00000360299	5869	0	0.026434	0.752	1.3188	0	other	1	no	0	0
ENST00000360310	11177	0	1	0.176	2.944	5	other	13	yes	1	0
ENST00000360314	57091	0	0.36682	0.446	1.1186	0	other	3	no	0	0
ENST00000360317	55876	0	3.34E-07	1.053	0.17463	1	other	0	no	0	0
ENST00000360321	140680	0	1.18E-14	1.367	-0.50559	1	M1	0	no	0	0
ENST00000360325	1366	0	0.0028828	1.236	0.47104	0	other	1	no	0	0
ENST00000360332	5599	0	0.99823	0.207	2.8771	3	M1	20	no	0	0
ENST00000360338	10794	0	0.68181	0.797	2.5474	2	M7	0	no	0	0
ENST00000360345	170482	0	5.77E-07	1.317	0.69597	0	other	0	no	0	0
ENST00000360351	4133	1	1	0.105	0.88429	0	M7	38	no	0	0
ENST00000360356	83666	0	5.00E-09	0.814	1.0113	0	other	6	no	0	0
ENST00000360359	23294	0	0.80916	0.338	2.8133	1	M7	5	no	0	0
ENST00000360374	219968	0	3.26E-06	1.935	-0.045562	0	other	0	no	0	0
ENST00000360375	85444	0	7.23E-21	0.965	0.1086	0	M7	0	no	0	0
ENST00000360379	6703	0	0.015926	1.929	-0.68136	1	other	0	no	0	0
ENST00000360403	8891	0	0.56695	0.432	1.0436	0	M7	11	no	0	0
ENST00000360408	8968	0	1.44E-06	1.959	-0.0027737	7	other	0	no	0	0
ENST00000360409	8828	0	0.00080686	0.475	1.1808	4	M1	19	no	0	0
ENST00000360412	140883	1	0.036302	0.708	0.13259	0	M7	0	no	0	0
ENST00000360428	1825	0	2.28E-21	1.196	-0.64799	2	other	0	no	0	0
ENST00000360451	4359	0	0.27158	0.638	1.0899	0	other	3	no	0	0
ENST00000360458	9643	0	0.81082	0.544	1.7645	0	M7	19	no	0	0
ENST00000360465	84436	0	0.00071373	1.674	-1.3585	0	M1	0	no	0	0
ENST00000360468	4122	0	1.50E-10	0.619	1.05	0	other	0	no	0	0
ENST00000360469	1002	1	0.74348	0.364	2.0231	3	M7	2	no	0	0
ENST00000360482	90853	0	2.49E-12	0.806	1.0181	0	other	6	no	0	0
ENST00000360490	4311	0	1.47E-18	0.923	0.3582	1	other	22	no	0	0
ENST00000360505	79807	0	1.42E-07	0.811	0.34454	2	M1	0	no	0	0
ENST00000360515	56990	0	0.81461	0.538	1.2103	0	other	0	no	0	0
ENST00000360524	9720	0	4.14E-14	0.791	2.0237	0	other	0	no	0	0
ENST00000360534	1803	0	7.28E-09	0.616	0.79137	3	M1	16	no	0	0
ENST00000360535	25999	1	0.67948	0.411	3.4728	0	other	13	no	0	0
ENST00000360538	10210	0	0.99904	0.242	1.0509	0	M7	18	no	0	0
ENST00000360540	115294	0	0.26735	0.555	2.6077	0	M7	4	no	0	0
ENST00000360541	2107	0	0.996	0.251	4.392	0	other	6	no	0	0
ENST00000360564	4326	1	2.20E-08	1.074	0.21247	0	other	0	no	0	0
ENST00000360565	58506	0	0.99819	0.254	1.4037	0	other	0	no	0	0
ENST00000360566	6241	0	0.74515	0.415	2.3381	7	other	1	no	0	0
ENST00000360578	11076	1	0.20334	0.918	0.75967	2	other	17	no	0	0
ENST00000360586	11169	0	4.37E-18	0.8	-0.13695	5	other	2	no	0	0
ENST00000360587	283807	0	0.0014582	1.849	-0.5891	1	other	5	no	0	0
ENST00000360589	79998	0	4.09E-07	1.365	0.48235	2	M1	9	no	0	0
ENST00000360631	9201	1	0.99973	0.222	4.4194	0	M4	0	no	0	0
ENST00000360632	25937	0	0.93914	0.356	1.1165	1	other	17	no	0	0
ENST00000360639	56905	0	0.0054058	0.575	1.1195	0	other	0	no	0	0
ENST00000360661	578	0	7.40E-06	1.369	0.99068	0	other	12	no	0	0
ENST00000360675	56891	0	0.0002747	1.531	-0.048241	0	other	0	no	0	0
ENST00000360683	1456	0	0.99947	0.206	2.7512	0	M7	6	no	0	0
ENST00000360693	3360	1	0.024701	0.651	0.69609	0	other	2	no	0	0
ENST00000360697	104	0	0.80347	0.399	3.5179	1	other	3	no	0	0
ENST00000360723	6714	0	0.99799	0.233	3.919	4	M1	65	no	0	0
ENST00000360726	85315	1	0.15149	0.759	0.85472	0	other	1	no	0	0
ENST00000360731	54102	0	9.31E-06	1.109	0.69895	1	other	1	no	0	0
ENST00000360759	26496	0	3.52E-07	1.852	-0.89084	0	other	0	no	0	0
ENST00000360790	5932	0	6.22E-13	0.77	-0.0085476	3	other	7	no	0	0
ENST00000360802	55833	0	3.43E-07	0.516	-0.10961	0	M4	0	no	0	0
ENST00000360803	23560	0	1	0.08	0.07788	0	M7	14	no	0	0
ENST00000360814	83468	0	1.73E-14	1.458	0.45698	0	other	0	no	0	0
ENST00000360820	55681	0	0.077114	0.419	1.2505	1	M7	12	no	0	0
ENST00000360827	400823	0	4.61E-05	1.605	0.4185	0	other	0	no	0	0
ENST00000360835	80274	0	0.96076	0.313	1.9781	5	M1	5	no	0	0
ENST00000360843	9874	0	0.99957	0.243	3.5766	0	other	6	no	0	0
ENST00000360861	6533	0	0.98987	0.291	3.3854	0	other	4	no	0	0
ENST00000360863	26166	0	1.64E-30	0.956	0.40839	0	other	0	no	0	0
ENST00000360864	80331	0	0.81216	0.48	1.7906	0	other	10	no	0	0
ENST00000360876	8662	0	1	0.067	1.8208	0	M7	0	no	0	0
ENST00000360900	64779	0	6.60E-12	1.705	-0.98441	0	M1	0	no	0	0
ENST00000360906	58484	0	9.87E-12	0.918	0.97678	0	other	0	no	0	0
ENST00000360913	83983	0	0.741	0.539	2.252	1	other	3	no	0	0
ENST00000360943	65264	0	0.93838	0.358	2.8676	0	other	0	no	0	0
ENST00000360945	387990	0	5.06E-05	1.584	0.79112	0	other	0	no	0	0
ENST00000360947	51222	0	0.99977	0.124	2.9209	0	other	1	no	0	0
ENST00000360948	4916	1	0.9983	0.259	1.8347	0	M7	14	no	0	0
ENST00000360954	9953	0	0.29349	0.778	0.45755	1	M7	0	no	0	0
ENST00000360957	10848	0	0.03206	0.489	1.5353	0	other	2	no	0	0
ENST00000360962	79703	0	2.01E-09	0.962	0.82671	0	M1	0	no	0	0
ENST00000360982	10787	0	1	0.044	4.2701	0	other	12	no	0	0
ENST00000360986	8532	0	8.81E-36	1.953	-4.4291	1	other	0	no	0	0
ENST00000361005	5646	0	3.56E-12	1.9	-0.034837	1	other	4	no	0	0
ENST00000361016	57717	0	5.57E-08	1.251	-1.0143	0	M7	1	no	0	0
ENST00000361028	9753	0	2.11E-07	0.866	1.9044	4	M1	0	no	0	0
ENST00000361034	23151	0	0.99998	0.162	2.5559	0	M4	0	no	0	0
ENST00000361035	51179	0	1.85E-12	1.353	-0.13513	0	other	0	no	0	0
ENST00000361055	9039	0	0.50413	0.405	1.1653	0	other	1	no	0	0
ENST00000361070	55159	0	3.53E-10	0.778	-0.89179	4	other	4	no	0	0
ENST00000361078	23369	0	0.99492	0.284	2.585	1	M7	3	no	0	0
ENST00000361084	57111	0	1.12E-07	1.554	0.8151	4	other	2	no	0	0
ENST00000361099	6772	0	0.99999	0.187	5.1492	0	other	32	no	0	0
ENST00000361101	9267	0	0.99981	0.122	2.4385	0	other	5	no	0	0
ENST00000361110	5293	0	0.99968	0.244	4.2519	0	M4	16	no	0	0
ENST00000361113	199692	0	0.33124	1.089	0.72565	5	M1	0	no	0	0
ENST00000361115	56477	0	0.051599	1.654	0.4509	2	other	4	no	0	0
ENST00000361125	57154	0	0.6118	0.362	2.7639	0	M7	41	no	0	0
ENST00000361131	81706	0	0.002032	1.345	0.67014	2	M4	0	no	0	0
ENST00000361132	255426	1	9.61E-06	0.823	1.7047	2	M4	0	no	0	0
ENST00000361138	23137	0	3.13E-06	0.486	1.081	2	M1	11	no	0	0
ENST00000361143	84836	0	0.00014378	1.695	0.85202	0	other	0	no	0	0
ENST00000361151	10781	0	0.022887	1.42	-0.41798	0	M1	1	no	0	0
ENST00000361170	128239	0	2.40E-33	0.848	0.64234	6	other	3	no	0	0
ENST00000361183	830	0	0.99828	0.161	1.8416	0	M7	7	no	0	0
ENST00000361189	9867	0	0.02374	0.502	0.4257	0	other	4	no	0	0
ENST00000361193	284129	0	3.01E-19	1.407	0.20452	0	other	0	no	0	0
ENST00000361204	6721	0	0.20734	0.382	0.67917	1	M1	8	no	0	0
ENST00000361216	477	1	0.00018093	0.495	4.7713	0	other	42	no	0	0
ENST00000361217	9909	0	0.99098	0.29	3.2312	1	other	2	no	0	0
ENST00000361221	55160	0	0.00047308	0.442	1.5055	1	M1	5	no	0	0
ENST00000361228	9182	0	1.40E-08	1.245	0.13239	1	other	1	no	0	0
ENST00000361229	80823	1	0.02025	1.016	0.47379	0	other	20	no	0	0
ENST00000361242	79065	0	0.97081	0.317	2.599	0	other	0	no	0	0
ENST00000361243	11214	0	0.92909	0.294	-1.6419	1	M1	18	no	0	0
ENST00000361246	9578	0	1	0.12	3.6598	0	other	5	no	0	0
ENST00000361249	731	0	6.55E-16	1.184	-1.0735	0	other	0	no	0	0
ENST00000361272	29883	0	0.99686	0.176	2.6287	0	other	12	no	0	0
ENST00000361284	128368	0	0.11093	1.216	-1.5383	0	other	0	no	0	0
ENST00000361285	7179	0	5.55E-24	1.449	-1.2864	0	other	3	no	0	0
ENST00000361288	6882	0	0.11202	0.832	0.99485	0	M1	11	no	0	0
ENST00000361297	23139	0	1.71E-19	0.707	2.0395	1	M4	5	no	0	0
ENST00000361309	961	0	0.91924	0.373	1.4311	0	other	7	no	0	0
ENST00000361310	220929	0	2.67E-06	1.107	-0.28622	0	other	0	no	0	0
ENST00000361314	2882	0	5.85E-06	1.412	0.1836	2	other	0	no	0	0
ENST00000361320	347731	1	0.97519	0.312	1.8803	0	other	1	no	0	0
ENST00000361328	7579	0	0.00048141	0.511	1.3358	1	M1	0	no	0	0
ENST00000361337	7150	0	1	0.059	4.4734	0	M7	11	no	0	0
ENST00000361346	22887	0	0.99598	0.27	1.3132	0	M7	0	no	0	0
ENST00000361351	84993	0	0.0011746	0.767	1.2859	0	other	1	no	0	0
ENST00000361355	280	0	5.88E-30	1.723	-2.5174	0	M1	0	no	0	0
ENST00000361357	4215	0	0.98535	0.302	2.042	0	M1	4	no	0	0
ENST00000361362	80108	0	1.66E-17	1.743	0.032305	0	M1	0	no	0	0
ENST00000361365	9086	0	0.55208	1.182	1.0308	0	other	0	no	0	0
ENST00000361383	56259	0	0.0097107	0.51	2.1769	0	M7	6	no	1	0
ENST00000361384	9937	0	1.94E-09	0.747	0.57924	1	M7	0	no	0	0
ENST00000361413	9851	0	1.55E-28	1.105	0.20661	1	M1	0	no	0	0
ENST00000361417	23187	0	0.10667	0.372	1.4742	0	other	5	no	0	0
ENST00000361421	9760	0	0.99869	0.2	1.2009	5	M7	20	no	0	0
ENST00000361427	3151	0	0.86341	0.459	0.030855	5	M1	0	no	0	0
ENST00000361428	24149	0	0.37383	0.339	0.2028	0	M1	0	no	0	0
ENST00000361439	197370	0	2.18E-05	1.178	0.55777	0	other	1	no	0	0
ENST00000361441	27350	0	0.026691	0.943	-0.4563	0	other	3	no	0	0
ENST00000361470	57692	1	0.97046	0.31	1.4379	0	other	2	no	0	0
ENST00000361475	7052	0	6.81E-18	1.185	0.53569	0	other	1	no	0	0
ENST00000361478	64219	0	0.92754	0.366	1.0175	0	M1	0	no	0	0
ENST00000361484	376132	0	0.43469	0.878	0.38952	0	other	10	no	0	0
ENST00000361488	90362	0	0.36414	0.705	1.4666	1	M4	0	no	0	0
ENST00000361507	9846	0	0.98325	0.304	-0.62194	0	M4	15	no	0	0
ENST00000361510	4976	0	0.99174	0.288	1.9308	0	other	5	no	0	0
ENST00000361511	5475	1	0.9873	0.293	1.944	1	M13	0	no	0	0
ENST00000361516	79368	0	1.45E-11	1.122	-0.47966	0	other	2	no	0	0
ENST00000361523	8678	0	0.93717	0.347	1.8763	0	other	15	no	0	0
ENST00000361524	25925	1	1	0.098	2.4538	3	other	0	no	0	0
ENST00000361531	79590	0	1.91E-06	1.354	0.42476	0	other	1	no	0	0
ENST00000361544	8556	0	9.64E-08	0.765	0.49361	2	other	9	no	0	0
ENST00000361546	9898	0	1	0.103	3.3429	0	M7	6	no	0	0
ENST00000361565	55705	0	0.9999	0.23	3.2772	0	M7	3	no	0	0
ENST00000361566	3880	0	0.0043426	0.734	0.22707	2	M1	5	no	0	0
ENST00000361568	9374	0	0.0045415	0.73	2.0501	0	other	0	no	0	0
ENST00000361570	1029	0	0.46191	0.836	-0.58061	1	other	17	no	0	0
ENST00000361580	22920	0	1.58E-05	0.543	1.9096	0	other	7	no	0	0
ENST00000361582	9666	0	1.65E-13	0.645	0.71181	0	other	2	no	0	0
ENST00000361600	9737	0	0.31099	0.416	0.72845	0	M13	0	no	0	0
ENST00000361605	339448	0	0.0001068	1.405	0.02318	0	M7	0	no	0	0
ENST00000361611	5693	0	0.95893	0.3	1.0399	0	other	24	no	0	0
ENST00000361618	9848	1	0.8803	0.42	1.418	0	other	0	no	0	0
ENST00000361627	9824	0	2.11E-09	0.742	0.0054891	7	other	1	no	0	0
ENST00000361640	22977	0	1.02E-19	1.928	-0.16579	0	other	0	no	0	0
ENST00000361644	4114	0	0.43183	1.614	0.64603	0	other	0	no	0	0
ENST00000361658	9706	0	2.17E-08	0.584	1.6241	0	M4	6	no	0	0
ENST00000361661	10861	0	1.06E-11	1.482	0.36724	1	M4	0	no	0	0
ENST00000361669	2913	1	0.78458	0.376	3.1962	0	other	4	no	0	0
ENST00000361673	115701	0	1.04E-21	0.815	0.4055	0	other	11	no	0	0
ENST00000361675	800	0	0.99879	0.258	0.80166	0	other	0	no	0	0
ENST00000361677	146923	0	0.0023691	0.698	1.1287	0	other	0	no	0	0
ENST00000361682	1312	0	1.14E-06	1.703	0.42912	0	other	4	no	0	0
ENST00000361684	25829	0	0.37295	0.514	2.0629	0	other	0	no	0	0
ENST00000361686	84620	1	0.005662	0.707	0.21069	4	M7	0	no	0	0
ENST00000361690	6732	0	5.22E-06	0.614	1.8345	3	M7	12	no	0	0
ENST00000361714	8838	0	0.00061942	0.843	0.16096	1	other	0	no	0	0
ENST00000361717	92610	0	0.12501	1.15	0.89463	3	M7	1	no	0	0
ENST00000361720	63906	0	6.40E-14	1.263	-0.22641	0	M7	1	no	0	0
ENST00000361722	9755	0	0.27032	0.467	1.1561	0	M4	0	no	0	0
ENST00000361725	1745	1	0.96232	0.293	1.8172	5	M1	21	no	1	0
ENST00000361726	2705	1	0.84627	0.486	2.028	0	other	1	no	0	0
ENST00000361729	1870	0	0.25505	0.561	0.99688	8	other	3	no	0	0
ENST00000361731	113402	0	0.0016186	1.065	0.31279	0	other	0	no	0	0
ENST00000361742	57611	1	0.11102	0.583	2.235	7	M4	18	no	0	0
ENST00000361756	55298	0	0.31902	0.487	1.3905	0	other	0	no	0	0
ENST00000361757	22904	0	0.0070655	0.413	2.4448	0	other	5	no	0	0
ENST00000361763	916	0	0.00034464	0.923	0.3041	0	other	5	no	0	0
ENST00000361781	259230	0	0.94507	0.346	2.6665	0	other	1	no	0	0
ENST00000361790	51599	0	6.52E-08	0.87	-0.62911	0	other	4	no	0	0
ENST00000361794	84456	0	0.99744	0.269	1.6371	4	M1	1	no	0	0
ENST00000361813	23381	0	0.012768	0.412	1.1278	0	other	10	no	0	0
ENST00000361820	116443	1	0.45327	0.386	0.74291	2	other	33	no	1	0
ENST00000361822	11179	0	8.32E-22	1.557	0.34737	0	M7	0	no	0	0
ENST00000361824	84072	0	0.94885	0.343	1.5375	0	other	6	no	0	0
ENST00000361830	8675	0	0.1175	0.577	0.93091	0	other	4	no	0	0
ENST00000361842	54739	0	6.82E-12	1.702	0.10598	0	other	0	no	0	0
ENST00000361849	65217	1	8.03E-25	0.794	-1.6759	0	other	4	no	0	0
ENST00000361874	1639	0	0.084251	0.364	0.89229	0	other	26	no	0	0
ENST00000361875	9819	0	0.96853	0.324	0.70121	1	M7	0	no	0	0
ENST00000361891	3608	0	0.9965	0.247	3.4039	2	other	0	no	1	0
ENST00000361897	9722	0	0.61424	0.423	2.0372	0	other	25	no	0	0
ENST00000361902	257202	0	2.58E-06	1.562	0.47432	0	other	0	no	0	0
ENST00000361909	123920	0	0.00014974	1.686	0.5251	1	other	0	no	0	0
ENST00000361910	54470	0	0.11709	1.186	-0.9364	0	M1	0	no	0	0
ENST00000361921	1733	0	0.58399	0.558	0.47876	0	other	0	no	0	0
ENST00000361926	22899	0	1.66E-06	0.665	0.7145	0	other	8	no	0	0
ENST00000361937	54617	0	1	0.081	3.5349	1	M1	34	no	1	0
ENST00000361952	91603	0	0.059572	0.772	0.40298	0	M7	5	no	0	0
ENST00000361959	171017	0	0.99842	0.228	2.4396	0	M7	0	no	0	0
ENST00000361976	22876	1	2.36E-07	0.524	1.3523	0	M4	8	no	0	0
ENST00000361985	7003	0	0.9998	0.123	1.6568	3	other	4	no	0	0
ENST00000362002	142689	0	0.00069764	1.68	-0.92733	4	M1	0	no	0	0
ENST00000362003	10336	0	0.95326	0.338	2.1015	0	M1	6	no	1	0
ENST00000362004	55805	0	3.87E-07	1.037	0.48239	0	other	0	no	0	0
ENST00000362005	676	0	5.76E-09	0.657	0.45686	0	other	5	no	0	0
ENST00000362010	79674	0	2.30E-22	1.222	-0.21309	3	other	7	no	0	0
ENST00000362011	149345	1	0.0009272	1.198	0.94296	0	M13	0	no	0	0
ENST00000362012	5742	0	6.24E-07	0.783	0.57053	0	other	0	no	0	0
ENST00000362018	4515	0	0.45211	0.851	1.6369	0	other	0	no	0	0
ENST00000362031	58533	0	0.49898	0.423	1.5078	0	M7	19	no	0	0
